//V	Name	X	Y	st	e	l	Demand
Depot	0	5.68	5.98	0	0.0	100.0	0
Vertice	1	5.65	4.08	6.0	0.0	50.0	3
Vertice	2	8.39	7.71	5.0	0.0	75.0	1
Vertice	3	6.85	9.62	4.0	0.0	75.0	1
Vertice	4	9.84	6.24	6.0	25.0	100.0	4
Vertice	5	9.16	9.84	5.0	25.0	100.0	2
Vertice	6	3.93	1.41	6.0	50.0	100.0	5
Vertice	7	3.19	6.24	5.0	25.0	75.0	5
Vertice	8	3.02	9.15	5.0	0.0	75.0	1
Vertice	9	4.81	3.75	5.0	50.0	100.0	3
Vertice	10	1.98	1.79	5.0	25.0	100.0	2

//Arc	From	To	Dist	t	f
Arc	0	1	1.9	9.5	16.625
Arc	0	2	3.22	16.1	28.175
Arc	0	3	3.82	19.1	33.425
Arc	0	4	4.17	20.85	36.4875
Arc	0	5	5.2	26.0	45.5
Arc	0	6	4.89	24.45	42.7875
Arc	0	7	2.5	12.5	21.875
Arc	0	8	4.14	20.7	36.225
Arc	0	9	2.39	11.95	20.9125
Arc	0	10	5.59	27.95	48.9125
Arc	1	2	4.55	22.75	39.8125
Arc	1	3	5.67	28.35	49.6125
Arc	1	4	4.71	23.55	41.2125
Arc	1	5	6.75	33.75	59.0625
Arc	1	6	3.18	15.9	27.825
Arc	1	7	3.27	16.35	28.6125
Arc	1	8	5.71	28.55	49.9625
Arc	1	9	0.9	4.5	7.875
Arc	1	10	4.33	21.65	37.8875
Arc	2	3	2.45	12.25	21.4375
Arc	2	4	2.06	10.3	18.025
Arc	2	5	2.26	11.3	19.775
Arc	2	6	7.72	38.6	67.55
Arc	2	7	5.4	27.0	47.25
Arc	2	8	5.56	27.8	48.65
Arc	2	9	5.34	26.7	46.725
Arc	2	10	8.73	43.65	76.3875
Arc	3	4	4.51	22.55	39.4625
Arc	3	5	2.32	11.6	20.3
Arc	3	6	8.71	43.55	76.2125
Arc	3	7	4.98	24.9	43.575
Arc	3	8	3.86	19.3	33.775
Arc	3	9	6.21	31.05	54.3375
Arc	3	10	9.22	46.1	80.675
Arc	4	5	3.66	18.3	32.025
Arc	4	6	7.63	38.15	66.7625
Arc	4	7	6.65	33.25	58.1875
Arc	4	8	7.41	37.05	64.8375
Arc	4	9	5.61	28.05	49.0875
Arc	4	10	9.03	45.15	79.0125
Arc	5	6	9.92	49.6	86.8
Arc	5	7	6.97	34.85	60.9875
Arc	5	8	6.18	30.9	54.075
Arc	5	9	7.48	37.4	65.45
Arc	5	10	10.79	53.95	94.4125
Arc	6	7	4.89	24.45	42.7875
Arc	6	8	7.79	38.95	68.1625
Arc	6	9	2.5	12.5	21.875
Arc	6	10	1.99	9.95	17.4125
Arc	7	8	2.91	14.55	25.4625
Arc	7	9	2.97	14.85	25.9875
Arc	7	10	4.61	23.05	40.3375
Arc	8	9	5.69	28.45	49.7875
Arc	8	10	7.43	37.15	65.0125
Arc	9	10	3.44	17.2	30.1

//Opt	Name	Value
Option	C_DV	20.0
Option	b	5.0
Option	F	100.0
Option	T_SV	100.0
Option	T_DV	100.0
Option	c	0.0
