//V	Name	X	Y	st	e	l	Demand
Depot	d0	31.0	24.0	0	0.0	8.0	0
Vertice	c1	25.0	13.0	0.1667	3.0	6.0	6
Vertice	c2	4.0	39.0	0.1833	0.0	2.0	2
Vertice	c3	15.0	23.0	0.05	6.0	8.0	2
Vertice	c4	46.0	9.0	0.1167	5.0	7.0	4
Vertice	c5	48.0	38.0	0.1333	1.0	4.0	3
Vertice	c6	3.0	23.0	0.1667	5.0	7.0	1
Vertice	c7	1.0	1.0	0.1167	3.0	6.0	5
Vertice	c8	5.0	2.0	0.1333	0.0	2.0	2
Vertice	c9	42.0	30.0	0.1333	5.0	7.0	2
Vertice	c10	25.0	11.0	0.1	4.0	6.0	4
Vertice	c11	41.0	21.0	0.1333	2.0	4.0	4
Vertice	c12	48.0	12.0	0.1333	5.0	7.0	3

//Arc	From	To	Dist	t	f
Arc	c3	c4	34.01	1.0369	2.2753
Arc	c3	c5	36.25	1.1052	2.4251
Arc	c3	c11	26.08	0.7951	1.7448
Arc	c3	c6	12.0	0.3659	0.8028
Arc	c3	c10	15.62	0.4762	1.045
Arc	c3	c7	26.08	0.7951	1.7448
Arc	c3	c8	23.26	0.7091	1.5561
Arc	c3	c12	34.79	1.0607	2.3275
Arc	c3	c9	27.89	0.8503	1.8658
Arc	c4	c5	29.07	0.8863	1.9448
Arc	c4	c11	13.0	0.3963	0.8697
Arc	c4	c6	45.22	1.3787	3.0252
Arc	c4	c10	21.1	0.6433	1.4116
Arc	c4	c7	45.71	1.3936	3.058
Arc	c4	c8	41.59	1.268	2.7824
Arc	c4	c12	3.61	0.1101	0.2415
Arc	c4	c9	21.38	0.6518	1.4303
Arc	c5	c11	18.38	0.5604	1.2296
Arc	c5	c6	47.43	1.446	3.1731
Arc	c5	c10	35.47	1.0814	2.3729
Arc	c5	c7	59.82	1.8238	4.002
Arc	c5	c8	56.08	1.7098	3.7518
Arc	c5	c12	26.0	0.7927	1.7394
Arc	c5	c9	10.0	0.3049	0.669
Arc	c11	c12	11.4	0.3476	0.7627
Arc	c6	c11	38.05	1.1601	2.5455
Arc	c6	c10	25.06	0.764	1.6765
Arc	c6	c7	22.09	0.6735	1.4778
Arc	c6	c8	21.1	0.6433	1.4116
Arc	c6	c12	46.32	1.4122	3.0988
Arc	c6	c9	39.62	1.2079	2.6506
Arc	c10	c11	18.87	0.5753	1.2624
Arc	c10	c12	23.02	0.7018	1.54
Arc	c7	c11	44.72	1.3634	2.9918
Arc	c7	c10	26.0	0.7927	1.7394
Arc	c7	c8	4.12	0.1256	0.2756
Arc	c7	c12	48.27	1.4716	3.2293
Arc	c7	c9	50.22	1.5311	3.3597
Arc	c8	c11	40.71	1.2412	2.7235
Arc	c8	c10	21.93	0.6686	1.4671
Arc	c8	c12	44.15	1.346	2.9536
Arc	c8	c9	46.4	1.4146	3.1042
Arc	c9	c11	9.06	0.2762	0.6061
Arc	c9	c10	25.5	0.7774	1.706
Arc	c9	c12	18.97	0.5784	1.2691
Arc	d0	c3	16.03	0.4887	1.0724
Arc	d0	c4	21.21	0.6466	1.4189
Arc	d0	c5	22.02	0.6713	1.4731
Arc	d0	c11	10.44	0.3183	0.6984
Arc	d0	c6	28.02	0.8543	1.8745
Arc	d0	c10	14.32	0.4366	0.958
Arc	d0	c7	37.8	1.1524	2.5288
Arc	d0	c8	34.06	1.0384	2.2786
Arc	d0	c12	20.81	0.6345	1.3922
Arc	d0	c9	12.53	0.382	0.8383
Arc	d0	c1	12.53	0.382	0.8383
Arc	d0	c2	30.89	0.9418	2.0665
Arc	c1	c3	14.14	0.4311	0.946
Arc	c1	c4	21.38	0.6518	1.4303
Arc	c1	c5	33.97	1.0357	2.2726
Arc	c1	c11	17.89	0.5454	1.1968
Arc	c1	c6	24.17	0.7369	1.617
Arc	c1	c10	2.0	0.061	0.1338
Arc	c1	c7	26.83	0.818	1.7949
Arc	c1	c8	22.83	0.696	1.5273
Arc	c1	c12	23.02	0.7018	1.54
Arc	c1	c9	24.04	0.7329	1.6083
Arc	c1	c2	33.42	1.0189	2.2358
Arc	c2	c3	19.42	0.5921	1.2992
Arc	c2	c4	51.61	1.5735	3.4527
Arc	c2	c5	44.01	1.3418	2.9443
Arc	c2	c11	41.15	1.2546	2.7529
Arc	c2	c6	16.03	0.4887	1.0724
Arc	c2	c10	35.0	1.0671	2.3415
Arc	c2	c7	38.12	1.1622	2.5502
Arc	c2	c8	37.01	1.1284	2.476
Arc	c2	c12	51.62	1.5738	3.4534
Arc	c2	c9	39.05	1.1905	2.6124

//Opt	Name	Value
Option	C_SV	100.0
Option	C_DV	10.0
Option	b	0.08
Option	c	1000.0
Option	F	5.0
Option	T_SV	8.0
Option	T_DV	8.0
