//V	Name	X	Y	st	e	l	Demand
Depot	d0	300000	210000	0	0	1000000	0
Vertice	c1	90000	510000	60000	0	1000000	40000
Vertice	c2	210000	470000	30000	100000	250000	30000
Vertice	c3	220000	430000	10000	450000	600000	30000
Vertice	c4	120000	250000	50000	500000	650000	40000
Vertice	c5	380000	210000	60000	0	1000000	10000
Vertice	c6	230000	440000	30000	450000	600000	40000
Vertice	c7	70000	380000	80000	500000	650000	40000
Vertice	c8	490000	440000	20000	100000	250000	30000
Vertice	c9	130000	310000	30000	50000	200000	30000
Vertice	c10	380000	280000	100000	100000	250000	40000
Vertice	c11	350000	30000	100000	250000	400000	40000
Vertice	c12	170000	140000	50000	50000	200000	20000
Vertice	c13	60000	210000	100000	0	1000000	50000
Vertice	c14	400000	220000	50000	650000	800000	60000

//Arc	From	To	Dist	t	f
Arc	c11	c13	341300	85325	22833
Arc	c11	c12	211000	52750	14116
Arc	c11	c14	196500	49125	13146
Arc	c10	c11	251800	62950	16845
Arc	c10	c13	327600	81900	21916
Arc	c10	c12	252400	63100	16886
Arc	c10	c14	63200	15800	4228
Arc	c13	c14	340100	85025	22753
Arc	c12	c13	130400	32600	8724
Arc	c12	c14	243500	60875	16290
Arc	d0	c11	186800	46700	12497
Arc	d0	c10	106300	26575	7111
Arc	d0	c13	240000	60000	16056
Arc	d0	c12	147600	36900	9874
Arc	d0	c14	100500	25125	6723
Arc	d0	c1	366200	91550	24499
Arc	d0	c2	275100	68775	18404
Arc	d0	c3	234100	58525	15661
Arc	d0	c4	184400	46100	12336
Arc	d0	c5	80000	20000	5352
Arc	d0	c6	240400	60100	16083
Arc	d0	c7	286000	71500	19133
Arc	d0	c8	298300	74575	19956
Arc	d0	c9	197200	49300	13193
Arc	c1	c11	545900	136475	36521
Arc	c1	c10	370100	92525	24760
Arc	c1	c13	301500	75375	20170
Arc	c1	c12	378500	94625	25322
Arc	c1	c14	424500	106125	28399
Arc	c1	c2	126500	31625	8463
Arc	c1	c3	152600	38150	10209
Arc	c1	c4	261700	65425	17508
Arc	c1	c5	417300	104325	27917
Arc	c1	c6	156500	39125	10470
Arc	c1	c7	131500	32875	8797
Arc	c1	c8	406100	101525	27168
Arc	c1	c9	204000	51000	13648
Arc	c2	c3	41200	10300	2756
Arc	c2	c4	237700	59425	15902
Arc	c2	c5	310600	77650	20779
Arc	c2	c11	461700	115425	30888
Arc	c2	c6	36100	9025	2415
Arc	c2	c10	255000	63750	17060
Arc	c2	c7	166400	41600	11132
Arc	c2	c13	300200	75050	20083
Arc	c2	c8	281600	70400	18839
Arc	c2	c12	332400	83100	22238
Arc	c2	c9	178900	44725	11968
Arc	c2	c14	314000	78500	21007
Arc	c3	c4	205900	51475	13775
Arc	c3	c5	272000	68000	18197
Arc	c3	c11	420600	105150	28138
Arc	c3	c6	14100	3525	943
Arc	c3	c10	219300	54825	14671
Arc	c3	c7	158100	39525	10577
Arc	c3	c13	272000	68000	18197
Arc	c3	c8	270200	67550	18076
Arc	c3	c12	294300	73575	19689
Arc	c3	c9	150000	37500	10035
Arc	c3	c14	276600	69150	18505
Arc	c4	c5	263100	65775	17601
Arc	c4	c11	318300	79575	21294
Arc	c4	c6	219500	54875	14685
Arc	c4	c10	261700	65425	17508
Arc	c4	c7	139300	34825	9319
Arc	c4	c13	72100	18025	4823
Arc	c4	c8	415900	103975	27824
Arc	c4	c12	120800	30200	8082
Arc	c4	c9	60800	15200	4068
Arc	c4	c14	281600	70400	18839
Arc	c5	c11	182500	45625	12209
Arc	c5	c6	274600	68650	18371
Arc	c5	c10	70000	17500	4683
Arc	c5	c7	353600	88400	23656
Arc	c5	c13	320000	80000	21408
Arc	c5	c8	255000	63750	17060
Arc	c5	c12	221400	55350	14812
Arc	c5	c9	269300	67325	18016
Arc	c5	c14	22400	5600	1499
Arc	c6	c11	427200	106800	28580
Arc	c6	c10	219300	54825	14671
Arc	c6	c7	170900	42725	11433
Arc	c6	c13	286000	71500	19133
Arc	c6	c8	260000	65000	17394
Arc	c6	c12	305900	76475	20465
Arc	c6	c9	164000	41000	10972
Arc	c6	c14	278000	69500	18598
Arc	c7	c11	448200	112050	29985
Arc	c7	c10	325700	81425	21789
Arc	c7	c13	170300	42575	11393
Arc	c7	c8	424300	106075	28386
Arc	c7	c12	260000	65000	17394
Arc	c7	c9	92200	23050	6168
Arc	c7	c14	366700	91675	24532
Arc	c8	c11	433200	108300	28981
Arc	c8	c10	194200	48550	12992
Arc	c8	c13	487600	121900	32620
Arc	c8	c12	438600	109650	29342
Arc	c8	c9	382800	95700	25609
Arc	c8	c14	237700	59425	15902
Arc	c9	c11	356100	89025	23823
Arc	c9	c10	251800	62950	16845
Arc	c9	c13	122100	30525	8168
Arc	c9	c12	174600	43650	11681
Arc	c9	c14	284600	71150	19040

//Opt	Name	Value
Option	C_SV	300000
Option	C_DV	1000000
Option	b	80000
Option	c	10000000
Option	F	60000
Option	T_SV	1000000
Option	T_DV	1000000
