//V	Name	X	Y	st	e	l	Demand
Depot	d0	24.0	24.0	0	0.0	100.0	0
Vertice	c1	51.0	25.0	8.0	40.0	60.0	7
Vertice	c2	42.0	37.0	7.0	20.0	40.0	3
Vertice	c3	33.0	26.0	12.0	0.0	20.0	5
Vertice	c4	17.0	48.0	8.0	0.0	100.0	5
Vertice	c5	43.0	34.0	7.0	0.0	100.0	3
Vertice	c6	15.0	19.0	8.0	60.0	80.0	6
Vertice	c7	51.0	36.0	7.0	0.0	100.0	5
Vertice	c8	4.0	34.0	5.0	0.0	100.0	5
Vertice	c9	11.0	16.0	7.0	40.0	60.0	7
Vertice	c10	26.0	13.0	3.0	0.0	100.0	2
Vertice	c11	15.0	6.0	5.0	0.0	100.0	4
Vertice	c12	9.0	25.0	4.0	0.0	100.0	2

//Arc	From	To	Dist	t	f
Arc	c3	c4	27.2	6.8	1.8197
Arc	c3	c5	12.81	3.2025	0.857
Arc	c3	c11	26.91	6.7275	1.8003
Arc	c3	c6	19.31	4.8275	1.2918
Arc	c3	c10	14.76	3.69	0.9874
Arc	c3	c7	20.59	5.1475	1.3775
Arc	c3	c8	30.08	7.52	2.0124
Arc	c3	c12	24.02	6.005	1.6069
Arc	c3	c9	24.17	6.0425	1.617
Arc	c4	c5	29.53	7.3825	1.9756
Arc	c4	c11	42.05	10.5125	2.8131
Arc	c4	c6	29.07	7.2675	1.9448
Arc	c4	c10	36.14	9.035	2.4178
Arc	c4	c7	36.06	9.015	2.4124
Arc	c4	c8	19.1	4.775	1.2778
Arc	c4	c12	24.35	6.0875	1.629
Arc	c4	c9	32.56	8.14	2.1783
Arc	c5	c11	39.6	9.9	2.6492
Arc	c5	c6	31.76	7.94	2.1247
Arc	c5	c10	27.02	6.755	1.8076
Arc	c5	c7	8.25	2.0625	0.5519
Arc	c5	c8	39.0	9.75	2.6091
Arc	c5	c12	35.17	8.7925	2.3529
Arc	c5	c9	36.72	9.18	2.4566
Arc	c11	c12	19.92	4.98	1.3326
Arc	c6	c11	13.0	3.25	0.8697
Arc	c6	c10	12.53	3.1325	0.8383
Arc	c6	c7	39.81	9.9525	2.6633
Arc	c6	c8	18.6	4.65	1.2443
Arc	c6	c12	8.49	2.1225	0.568
Arc	c6	c9	5.0	1.25	0.3345
Arc	c10	c11	13.04	3.26	0.8724
Arc	c10	c12	20.81	5.2025	1.3922
Arc	c7	c11	46.86	11.715	3.1349
Arc	c7	c10	33.97	8.4925	2.2726
Arc	c7	c8	47.04	11.76	3.147
Arc	c7	c12	43.42	10.855	2.9048
Arc	c7	c9	44.72	11.18	2.9918
Arc	c8	c11	30.08	7.52	2.0124
Arc	c8	c10	30.41	7.6025	2.0344
Arc	c8	c12	10.3	2.575	0.6891
Arc	c8	c9	19.31	4.8275	1.2918
Arc	c9	c11	10.77	2.6925	0.7205
Arc	c9	c10	15.3	3.825	1.0236
Arc	c9	c12	9.22	2.305	0.6168
Arc	d0	c3	9.22	2.305	0.6168
Arc	d0	c4	25.0	6.25	1.6725
Arc	d0	c5	21.47	5.3675	1.4363
Arc	d0	c11	20.12	5.03	1.346
Arc	d0	c6	10.3	2.575	0.6891
Arc	d0	c10	11.18	2.795	0.7479
Arc	d0	c7	29.55	7.3875	1.9769
Arc	d0	c8	22.36	5.59	1.4959
Arc	d0	c12	15.03	3.7575	1.0055
Arc	d0	c9	15.26	3.815	1.0209
Arc	d0	c1	27.02	6.755	1.8076
Arc	d0	c2	22.2	5.55	1.4852
Arc	c1	c3	18.03	4.5075	1.2062
Arc	c1	c4	41.05	10.2625	2.7462
Arc	c1	c5	12.04	3.01	0.8055
Arc	c1	c11	40.71	10.1775	2.7235
Arc	c1	c6	36.5	9.125	2.4419
Arc	c1	c10	27.73	6.9325	1.8551
Arc	c1	c7	11.0	2.75	0.7359
Arc	c1	c8	47.85	11.9625	3.2012
Arc	c1	c12	42.0	10.5	2.8098
Arc	c1	c9	41.0	10.25	2.7429
Arc	c1	c2	15.0	3.75	1.0035
Arc	c2	c3	14.21	3.5525	0.9506
Arc	c2	c4	27.31	6.8275	1.827
Arc	c2	c5	3.16	0.79	0.2114
Arc	c2	c11	41.11	10.2775	2.7503
Arc	c2	c6	32.45	8.1125	2.1709
Arc	c2	c10	28.84	7.21	1.9294
Arc	c2	c7	9.06	2.265	0.6061
Arc	c2	c8	38.12	9.53	2.5502
Arc	c2	c12	35.11	8.7775	2.3489
Arc	c2	c9	37.44	9.36	2.5047

//Opt	Name	Value
Option	C_SV	60.0
Option	C_DV	100.0
Option	b	8.0
Option	c	1000.0
Option	F	12.0
Option	T_SV	100.0
Option	T_DV	100.0
