//V	Name	X	Y	st	e	l	Demand
Depot	d0	320000	260000	0	0	1000000	0
Vertice	c1	460000	140000	90000	650000	800000	40000
Vertice	c2	330000	130000	70000	100000	250000	40000
Vertice	c3	260000	490000	50000	650000	800000	80000
Vertice	c4	120000	460000	70000	450000	600000	90000
Vertice	c5	430000	510000	40000	0	1000000	40000
Vertice	c6	80000	480000	40000	300000	450000	60000
Vertice	c7	500000	460000	50000	700000	850000	30000
Vertice	c8	440000	170000	60000	250000	400000	30000
Vertice	c9	500000	90000	60000	700000	850000	10000

//Arc	From	To	Dist	t	f
Arc	c3	c4	143200	35800	9580
Arc	c3	c5	171200	42800	11453
Arc	c3	c6	180300	45075	12062
Arc	c3	c7	241900	60475	16183
Arc	c3	c8	367200	91800	24566
Arc	c3	c9	466500	116625	31209
Arc	c4	c5	314000	78500	21007
Arc	c4	c6	44700	11175	2990
Arc	c4	c7	380000	95000	25422
Arc	c4	c8	431900	107975	28894
Arc	c4	c9	530400	132600	35484
Arc	c5	c6	351300	87825	23502
Arc	c5	c7	86000	21500	5753
Arc	c5	c8	340100	85025	22753
Arc	c5	c9	425800	106450	28486
Arc	c6	c7	420500	105125	28131
Arc	c6	c8	475100	118775	31784
Arc	c6	c9	573100	143275	38340
Arc	c7	c8	296100	74025	19809
Arc	c7	c9	370000	92500	24753
Arc	c8	c9	100000	25000	6690
Arc	d0	c3	237700	59425	15902
Arc	d0	c4	282800	70700	18919
Arc	d0	c5	273100	68275	18270
Arc	d0	c6	325600	81400	21783
Arc	d0	c7	269100	67275	18003
Arc	d0	c8	150000	37500	10035
Arc	d0	c9	247600	61900	16564
Arc	d0	c1	184400	46100	12336
Arc	d0	c2	130400	32600	8724
Arc	c1	c3	403100	100775	26967
Arc	c1	c4	466900	116725	31236
Arc	c1	c5	371200	92800	24833
Arc	c1	c6	509900	127475	34112
Arc	c1	c7	322500	80625	21575
Arc	c1	c8	36100	9025	2415
Arc	c1	c9	64000	16000	4282
Arc	c1	c2	130400	32600	8724
Arc	c2	c3	366700	91675	24532
Arc	c2	c4	391200	97800	26171
Arc	c2	c5	392900	98225	26285
Arc	c2	c6	430100	107525	28774
Arc	c2	c7	371200	92800	24833
Arc	c2	c8	117000	29250	7827
Arc	c2	c9	174600	43650	11681

//Opt	Name	Value
Option	C_SV	250000
Option	C_DV	1000000
Option	b	80000
Option	c	10000000
Option	F	50000
Option	T_SV	1000000
Option	T_DV	1000000
