//V	Name	X	Y	st	e	l	Demand
Depot	d0	32.0	28.0	0	0.0	100.0	0
Vertice	c1	29.0	31.0	3.0	45.0	60.0	6
Vertice	c2	5.0	14.0	2.0	5.0	20.0	4
Vertice	c3	28.0	18.0	8.0	25.0	40.0	4
Vertice	c4	8.0	19.0	6.0	65.0	80.0	2
Vertice	c5	38.0	15.0	8.0	10.0	25.0	7
Vertice	c6	39.0	38.0	7.0	0.0	100.0	4
Vertice	c7	3.0	19.0	5.0	10.0	25.0	6
Vertice	c8	31.0	48.0	7.0	70.0	85.0	6
Vertice	c9	40.0	26.0	7.0	70.0	85.0	3
Vertice	c10	5.0	46.0	12.0	30.0	45.0	4
Vertice	c11	25.0	42.0	3.0	0.0	100.0	3

//Arc	From	To	Dist	t	f
Arc	c3	c4	20.02	5.005	1.3393
Arc	c3	c5	10.44	2.61	0.6984
Arc	c3	c11	24.19	6.0475	1.6183
Arc	c3	c6	22.83	5.7075	1.5273
Arc	c3	c10	36.24	9.06	2.4245
Arc	c3	c7	25.02	6.255	1.6738
Arc	c3	c8	30.15	7.5375	2.017
Arc	c3	c9	14.42	3.605	0.9647
Arc	c4	c5	30.27	7.5675	2.0251
Arc	c4	c11	28.6	7.15	1.9133
Arc	c4	c6	36.36	9.09	2.4325
Arc	c4	c10	27.17	6.7925	1.8177
Arc	c4	c7	5.0	1.25	0.3345
Arc	c4	c8	37.01	9.2525	2.476
Arc	c4	c9	32.76	8.19	2.1916
Arc	c5	c11	29.97	7.4925	2.005
Arc	c5	c6	23.02	5.755	1.54
Arc	c5	c10	45.28	11.32	3.0292
Arc	c5	c7	35.23	8.8075	2.3569
Arc	c5	c8	33.73	8.4325	2.2565
Arc	c5	c9	11.18	2.795	0.7479
Arc	c6	c11	14.56	3.64	0.9741
Arc	c6	c10	34.93	8.7325	2.3368
Arc	c6	c7	40.71	10.1775	2.7235
Arc	c6	c8	12.81	3.2025	0.857
Arc	c6	c9	12.04	3.01	0.8055
Arc	c10	c11	20.4	5.1	1.3648
Arc	c7	c11	31.83	7.9575	2.1294
Arc	c7	c10	27.07	6.7675	1.811
Arc	c7	c8	40.31	10.0775	2.6967
Arc	c7	c9	37.66	9.415	2.5195
Arc	c8	c11	8.49	2.1225	0.568
Arc	c8	c10	26.08	6.52	1.7448
Arc	c8	c9	23.77	5.9425	1.5902
Arc	c9	c11	21.93	5.4825	1.4671
Arc	c9	c10	40.31	10.0775	2.6967
Arc	d0	c3	10.77	2.6925	0.7205
Arc	d0	c4	25.63	6.4075	1.7146
Arc	d0	c5	14.32	3.58	0.958
Arc	d0	c11	15.65	3.9125	1.047
Arc	d0	c6	12.21	3.0525	0.8168
Arc	d0	c10	32.45	8.1125	2.1709
Arc	d0	c7	30.36	7.59	2.0311
Arc	d0	c8	20.02	5.005	1.3393
Arc	d0	c9	8.25	2.0625	0.5519
Arc	d0	c1	4.24	1.06	0.2837
Arc	d0	c2	30.41	7.6025	2.0344
Arc	c1	c3	13.04	3.26	0.8724
Arc	c1	c4	24.19	6.0475	1.6183
Arc	c1	c5	18.36	4.59	1.2283
Arc	c1	c11	11.7	2.925	0.7827
Arc	c1	c6	12.21	3.0525	0.8168
Arc	c1	c10	28.3	7.075	1.8933
Arc	c1	c7	28.64	7.16	1.916
Arc	c1	c8	17.12	4.28	1.1453
Arc	c1	c9	12.08	3.02	0.8082
Arc	c1	c2	29.41	7.3525	1.9675
Arc	c2	c3	23.35	5.8375	1.5621
Arc	c2	c4	5.83	1.4575	0.39
Arc	c2	c5	33.02	8.255	2.209
Arc	c2	c11	34.41	8.6025	2.302
Arc	c2	c6	41.62	10.405	2.7844
Arc	c2	c10	32.0	8.0	2.1408
Arc	c2	c7	5.39	1.3475	0.3606
Arc	c2	c8	42.8	10.7	2.8633
Arc	c2	c9	37.0	9.25	2.4753

//Opt	Name	Value
Option	C_SV	25.0
Option	C_DV	100.0
Option	b	8.0
Option	c	1000.0
Option	F	5.0
Option	T_SV	100.0
Option	T_DV	100.0
