//V	Name	X	Y	st	e	l	Demand
Depot	d0	14.0	34.0	0	0.0	100.0	0
Vertice	c1	4.0	11.0	5.0	25.0	40.0	1
Vertice	c2	4.0	31.0	3.0	0.0	100.0	4
Vertice	c3	45.0	51.0	5.0	25.0	40.0	2
Vertice	c4	26.0	35.0	2.0	0.0	100.0	2
Vertice	c5	26.0	2.0	6.0	5.0	20.0	2
Vertice	c6	26.0	45.0	4.0	0.0	100.0	3
Vertice	c7	21.0	27.0	6.0	65.0	80.0	2
Vertice	c8	45.0	8.0	6.0	50.0	65.0	8
Vertice	c9	24.0	25.0	5.0	5.0	20.0	1
Vertice	c10	6.0	18.0	11.0	65.0	80.0	6
Vertice	c11	50.0	39.0	5.0	25.0	40.0	1
Vertice	c12	5.0	42.0	5.0	0.0	100.0	2

//Arc	From	To	Dist	t	f
Arc	c3	c4	24.84	6.21	1.6618
Arc	c3	c5	52.55	13.1375	3.5156
Arc	c3	c11	13.0	3.25	0.8697
Arc	c3	c6	19.92	4.98	1.3326
Arc	c3	c10	51.09	12.7725	3.4179
Arc	c3	c7	33.94	8.485	2.2706
Arc	c3	c8	43.0	10.75	2.8767
Arc	c3	c12	41.0	10.25	2.7429
Arc	c3	c9	33.42	8.355	2.2358
Arc	c4	c5	33.0	8.25	2.2077
Arc	c4	c11	24.33	6.0825	1.6277
Arc	c4	c6	10.0	2.5	0.669
Arc	c4	c10	26.25	6.5625	1.7561
Arc	c4	c7	9.43	2.3575	0.6309
Arc	c4	c8	33.02	8.255	2.209
Arc	c4	c12	22.14	5.535	1.4812
Arc	c4	c9	10.2	2.55	0.6824
Arc	c5	c11	44.1	11.025	2.9503
Arc	c5	c6	43.0	10.75	2.8767
Arc	c5	c10	25.61	6.4025	1.7133
Arc	c5	c7	25.5	6.375	1.706
Arc	c5	c8	19.92	4.98	1.3326
Arc	c5	c12	45.18	11.295	3.0225
Arc	c5	c9	23.09	5.7725	1.5447
Arc	c11	c12	45.1	11.275	3.0172
Arc	c6	c11	24.74	6.185	1.6551
Arc	c6	c10	33.6	8.4	2.2478
Arc	c6	c7	18.68	4.67	1.2497
Arc	c6	c8	41.59	10.3975	2.7824
Arc	c6	c12	21.21	5.3025	1.4189
Arc	c6	c9	20.1	5.025	1.3447
Arc	c10	c11	48.75	12.1875	3.2614
Arc	c10	c12	24.02	6.005	1.6069
Arc	c7	c11	31.38	7.845	2.0993
Arc	c7	c10	17.49	4.3725	1.1701
Arc	c7	c8	30.61	7.6525	2.0478
Arc	c7	c12	21.93	5.4825	1.4671
Arc	c7	c9	3.61	0.9025	0.2415
Arc	c8	c11	31.4	7.85	2.1007
Arc	c8	c10	40.26	10.065	2.6934
Arc	c8	c12	52.5	13.125	3.5123
Arc	c8	c9	27.02	6.755	1.8076
Arc	c9	c11	29.53	7.3825	1.9756
Arc	c9	c10	19.31	4.8275	1.2918
Arc	c9	c12	25.5	6.375	1.706
Arc	d0	c3	35.36	8.84	2.3656
Arc	d0	c4	12.04	3.01	0.8055
Arc	d0	c5	34.18	8.545	2.2866
Arc	d0	c11	36.35	9.0875	2.4318
Arc	d0	c6	16.28	4.07	1.0891
Arc	d0	c10	17.89	4.4725	1.1968
Arc	d0	c7	9.9	2.475	0.6623
Arc	d0	c8	40.46	10.115	2.7068
Arc	d0	c12	12.04	3.01	0.8055
Arc	d0	c9	13.45	3.3625	0.8998
Arc	d0	c1	25.08	6.27	1.6779
Arc	d0	c2	10.44	2.61	0.6984
Arc	c1	c3	57.28	14.32	3.832
Arc	c1	c4	32.56	8.14	2.1783
Arc	c1	c5	23.77	5.9425	1.5902
Arc	c1	c11	53.85	13.4625	3.6026
Arc	c1	c6	40.5	10.125	2.7095
Arc	c1	c10	7.28	1.82	0.487
Arc	c1	c7	23.35	5.8375	1.5621
Arc	c1	c8	41.11	10.2775	2.7503
Arc	c1	c12	31.02	7.755	2.0752
Arc	c1	c9	24.41	6.1025	1.633
Arc	c1	c2	20.0	5.0	1.338
Arc	c2	c3	45.62	11.405	3.052
Arc	c2	c4	22.36	5.59	1.4959
Arc	c2	c5	36.4	9.1	2.4352
Arc	c2	c11	46.69	11.6725	3.1236
Arc	c2	c6	26.08	6.52	1.7448
Arc	c2	c10	13.15	3.2875	0.8797
Arc	c2	c7	17.46	4.365	1.1681
Arc	c2	c8	47.01	11.7525	3.145
Arc	c2	c12	11.05	2.7625	0.7392
Arc	c2	c9	20.88	5.22	1.3969

//Opt	Name	Value
Option	C_SV	50.0
Option	C_DV	10.0
Option	b	8.0
Option	c	1000.0
Option	F	26.0
Option	T_SV	100.0
Option	T_DV	100.0
